order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD134021,ID0746912540,2019-07-14,Nickolson,"[('Candle Inferno', 2), ('iStream', 1), ('Alcon 10', 1), ('Lucent 330S', 2)]",12420.0,54.47999999999956,-37.8255347,144.9827832,25,9369.48,Winter,False,1.3966,one star no lo compren basura,0.0
ORD187115,ID0356126633,2019-10-29,Bakers,"[('pearTV', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",23485.0,89.0,-37.819187299999996,144.9876191,25,17702.75,Spring,True,1.2227,"wrong specification there are many versions of lucent e5. i also purchased the current version (2018). i compared both phones and the current version looks a little bit better. but note that the version of xt1921-2 does not have a fingerprint reader, which for me is a deal breaker. both phones are going back.",0.0
ORD161623,ID4315827366,2019-07-17,Bakers,"[('Universe Note', 1), ('Lucent 330S', 2), ('Candle Inferno', 2), ('Toshika 750', 1)]",11090.0,74.95,-37.81219820000001,145.00032990000003,15,9501.45,Winter,True,0.511,... the s7 from the s6 and am finding it great so far i upgraded to the s7 from the s6 and am finding it great so far. it looks really nice and i like the wallpaper theme i found on the phone. i've had several olivia universe sx phone so far and liked them all.,1.0
ORD202556,ID0176703266,2019-08-04,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1), ('iAssist Line', 2), ('Alcon 10', 2)]",29680.0,78.07,-37.811156,144.96408069999995,10,26790.07,Winter,True,0.9577,perfect fit. only smart phone i've ever owned. does all i want and then some. fits perfectly in my work shirt or jacket pocket. clear reception.,1.0
ORD317169,ID3144992713,2019-01-23,Bakers,"[('Toshika 750', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",13280.0,77.29,-37.81383710000001,144.98873989999996,5,12693.29,Summer,True,0.7133,smells like cigarettes! makes me sick every time i use ... phone is awful! the previous owner was a smoker! smells like cigarettes! makes me sick every time i use it. i have tried to clean it and nothing works. i am really disappointed!,0.0
ORD188862,ID0582798802,2019-05-19,Nickolson,"[('Universe Note', 2), ('Toshika 750', 2), ('Lucent 330S', 2), ('Thunder line', 1)]",20180.0,66.05999999999949,-37.82357879999999,144.98048899999995,25,15201.06,Autumn,False,1.1103,great entry level phone. buy if 64 gb of storage is enough for you. what i dislike the most is that i can't use my storage card slot. the phone has dual sim and my sim was only recognized where the storage card goes.,1.0
ORD169118,ID0560997644,2019-03-24,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",21215.0,63.38,-37.8108598,144.93843969999998,15,18096.13,Autumn,True,0.7853,one star very bad,0.0
ORD158564,ID4520380434,2019-02-11,Thompson,"[('Alcon 10', 1), ('iStream', 2)]",9250.0,92.87,-37.819435799999994,144.96113359999995,5,8880.37,Summer,True,1.0279526923314972,five stars my husband refuses to smart phone and this was a replacement for his worn out one. he loves it!!!,1.0
ORD209946,ID0594179891,2019-12-08,Nickolson,"[('pearTV', 2), ('Universe Note', 2)]",19520.0,74.53,-37.8164343,144.96530769999995,25,14714.53,Summer,True,0.4439,stopped working within 3 months. phone stopped working after 2 1/2 months. thats like $100 a month!!,0.0
ORD358672,ID2005895267,2019-01-22,Nickolson,"[('Olivia x460', 2), ('Universe Note', 2), ('Candle Inferno', 2), ('Alcon 10', 1)]",19160.0,69.09,-37.80333020000001,144.9657419,25,14439.09,Summer,False,1.7319,one star the product comes with a broken screen very satisfied,0.0
ORD241360,ID0777771693,2019-12-17,Thompson,"[('iStream', 2), ('Universe Note', 2), ('Olivia x460', 2)]",9650.0,99.51,-37.8062667,144.9599949,0,9749.51,Summer,True,1.3419999999999999,very easy to install.  very intuitive to use.  very happy with the purchase.,1.0
ORD313549,ID0291211344,2019-11-29,Nickolson,"[('iStream', 1), ('pearTV', 1)]",6460.0,82.07,-37.8087831,144.9612867,5,6219.07,Spring,False,1.3119,i love this phone i love this phone ... switched from a htc... only draw back i have to constantly change around my charges... and it sometimes won't charge when it's on ...,1.0
ORD446225,ID1964023936,2019-07-25,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910.0,64.44,-37.8193052,144.9517384,15,4237.94,Winter,False,0.8448,which is disappointing but it is a great phone. it is okay but it does not have a front camera. which is disappointing but it is a great phone.,1.0
ORD012802,ID0638053773,2019-07-21,Nickolson,"[('Universe Note', 1), ('Alcon 10', 1), ('pearTV', 2)]",25020.0,47.67,-37.817783899999995,144.96602019999997,10,22565.67,Winter,False,0.3233,i expected more from olivia. skin peels off. battery goes bad soon.,0.0
ORD130312,ID5096779239,2019-08-15,Nickolson,"[('iStream', 2), ('Candle Inferno', 1)]",730.0,85.04,-37.801201899999995,144.96992930000005,0,815.04,Winter,True,1.9364,great buy! yes great purchase!,1.0
ORD236100,ID0777790992,2019-03-30,Thompson,"[('Alcon 10', 2), ('Thunder line', 1)]",20080.0,78.11,-37.808395399999995,144.9549645,15,17146.11,Autumn,True,0.8420000000000001,"as advertised, great product! works fine, no problems!",1.0
ORD138932,ID5002595006,2019-10-09,Thompson,"[('iAssist Line', 2), ('Universe Note', 1), ('pearTV', 2), ('Olivia x460', 2)]",22970.0,72.21,-37.812772499999994,144.9516406,25,17299.71,Spring,False,0.4022,"amazing! fingerprint sucks, but face recognition is amazing! i highly recommend it.",1.0
ORD383233,ID4315294434,2019-06-15,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Universe Note', 2), ('iAssist Line', 2)]",16895.0,65.14,-37.8170456,144.9532158,15,14425.89,Winter,False,0.7274,"digico and company hits the mark everytime. great phone with all the current technology at a great price. i purchased the phone because it comes with digico help, if needed. i my case i had the phone up and running in less then 15 mins.",1.0
ORD116857,ID0248266307,2019-07-12,Bakers,"[('Candle Inferno', 2), ('iStream', 1)]",1010.0,82.76999999999998,-37.8249062,144.9911605,5,1042.27,Winter,True,1.6979,five stars toshika is always a good choice. this phone is great!,1.0
ORD200403,ID0373651915,2019-11-26,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",10225.0,83.26,-37.81209060000001,144.9276731,10,9285.76,Spring,False,1.115387334832022,five stars my son loved this phone.,1.0
ORD455072,ID0243963290,2019-02-16,Nickolson,"[('Thunder line', 1), ('pearTV', 2), ('Candle Inferno', 1)]",15230.0,84.56,-37.8197258,144.9696551,15,13030.06,Summer,True,0.1262,five stars big improvement over our old s3,1.0
ORD396485,ID3001606054,2019-03-29,Thompson,"[('Lucent 330S', 1), ('pearTV', 1), ('Universe Note', 1)]",10990.0,62.92,-37.8182341,144.9474408,15,9404.42,Autumn,False,0.6199,perfect great phone does everything i need and more,1.0
ORD156894,ID0589501836,2019-05-11,Nickolson,"[('Olivia x460', 1), ('iAssist Line', 2), ('pearTV', 1)]",11985.0,81.38,-37.8203042,144.9573618,10,10867.88,Autumn,True,1.0886,amazing amazing,1.0
ORD075954,ID0579391943,2019-10-25,Nickolson,"[('Alcon 10', 2), ('Universe Note', 1), ('iStream', 2), ('Candle Inferno', 2)]",22510.0,104.19,-37.822149100000004,144.95605880000005,5,21488.69,Spring,True,1.2506,works well with t-mobile service. works well with t-mobile sim card for text and message.,1.0
ORD091150,ID2457712046,2019-01-13,Bakers,"[('Olivia x460', 2), ('iAssist Line', 1)]",4675.0,100.19999999999982,-37.8044394,144.9785221,5,4541.45,Summer,True,1.5945,phone for my son i just got it and so far it's great,1.0
ORD023600,ID0560986725,2019-02-25,Thompson,"[('Olivia x460', 1), ('iStream', 2), ('Universe Note', 1)]",4975.0,73.74,-37.8195201,144.94351269999999,25,3804.99,Summer,False,0.8238,works great phone wrks as it should,1.0
ORD132972,ID0410107563,2019-03-20,Bakers,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610.0,81.96,-37.8201154,145.0098166,10,2430.96,Autumn,True,1.7069999999999999,love it obsessed with the battery life,1.0
ORD468507,ID0036823157,2019-11-20,Thompson,"[('iAssist Line', 1), ('Universe Note', 2)]",9125.0,106.93,-37.8254348,144.9479158,0,9231.93,Spring,True,1.4225,"to me the best money value i use to have a lucent g4 but the g6 seems to be much improved. better sound, better camara, longerstanting battery and mantaining all the other features. let's hope is as sturdy as the g4.",1.0
ORD419570,ID5797758273,2019-01-08,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Candle Inferno', 2)]",10730.0,91.8,-37.806676700000004,144.9451204,0,10821.8,Summer,True,1.0279526923314972,"best phone ever best phone ever. i needed a new phone and i was between this one, olivia note 9, and google pixel. this is the best looking phone, way better camera, it works great with my wireless headphones, and the blue is the best.",1.0
ORD376121,ID2672355459,2019-11-30,Bakers,"[('Thunder line', 2), ('Lucent 330S', 2)]",6820.0,79.48,-37.7991393,144.9891178,25,5194.48,Spring,False,1.3228,great phone great phone for the price.,1.0
ORD368712,ID3608381838,2019-04-07,Bakers,"[('Universe Note', 1), ('Thunder line', 2), ('Toshika 750', 1), ('iAssist Line', 1)]",14355.0,80.21,-37.8170182,144.98537040000005,10,12999.71,Autumn,True,1.1675,phone was in perfect condition. came sealed and packed with charger. also included instructions for setting up phone for different cell phone carriers. phone was in perfect condition.,1.0
ORD365196,ID0202495424,2019-03-02,Thompson,"[('Thunder line', 1), ('iStream', 2)]",2480.0,83.12,-37.80184000000001,144.9287179,5,2439.12,Autumn,True,2.0147,good deal for a nice phon i like the size . android on it acts decently.,1.0
ORD097958,ID6167236656,2019-01-23,Nickolson,"[('Thunder line', 2), ('Lucent 330S', 1)]",5590.0,73.42,-37.8114581,144.9646549,5,5383.92,Summer,False,0.9036,i upgraded from a 7 to an 8 inch. what a difference. totally satisfied would recommend this to everyone i know,1.0
ORD327250,ID2096325801,2019-10-24,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Lucent 330S', 2), ('Olivia x460', 2)]",15775.0,80.8,-37.8008011,144.95349099999999,25,11912.05,Spring,False,1.4372,best purchase awesome phone.,1.0
ORD356326,ID1479897550,2019-10-17,Nickolson,"[('pearTV', 2), ('Olivia x460', 1)]",13845.0,103.35,-37.820039799999996,144.958327,25,10487.1,Spring,True,1.0,five stars nice product at a good price.,1.0
ORD246106,ID0597911558,2019-02-01,Nickolson,"[('Olivia x460', 1), ('Universe Note', 2)]",8125.0,88.47,-37.8153395,144.9653219,25,6182.22,Summer,True,0.5193,five stars like very much,1.0
ORD438352,ID1463620399,2019-06-10,Bakers,"[('iAssist Line', 1), ('Toshika 750', 1), ('iStream', 1)]",6695.0,66.93,-37.81700170000001,145.0049113,5,6427.18,Winter,False,1.1544,got this when they were on sale last year and love it!i use it primarily to read and get emails with some surfing. it has worked flawlessly for these applications.,1.0
ORD218990,ID4342128129,2019-01-02,Nickolson,"[('Universe Note', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",11540.0,100.51,-37.8040745,144.9682994,10,10486.51,Summer,True,1.6201,very good value no fingerprint reader,1.0
ORD028071,ID0575384241,2019-12-25,Nickolson,"[('Universe Note', 2), ('Lucent 330S', 1), ('pearTV', 2)]",20750.0,77.7,-37.8193221,144.981828,15,17715.2,Summer,False,1.0826,"great phone i love this phone, don't care that it's a pixel 2, i love this phone, battery life is great!",1.0
ORD216615,ID1458418039,2019-04-21,Bakers,"[('Thunder line', 2), ('Olivia x460', 1), ('iStream', 1), ('Lucent 330S', 1)]",6965.0,84.07,-37.81971729999999,145.0108716,10,6352.57,Autumn,True,1.75,five stars everything worked like it said.,1.0
ORD075364,ID0309346989,2019-12-26,Bakers,"[('Olivia x460', 2), ('Candle Inferno', 1)]",2880.0,72.4,-37.8149275,144.99983569999995,15,2520.4,Summer,False,0.6821,"received it on sunday! i don't know what voodoo you used, but i ordered this phone on a friday and received it on sunday! so far it's a great phone i really like it. the battery life is a little weak but it charges fast.",1.0
ORD371232,ID6167489443,2019-10-07,Nickolson,"[('Universe Note', 1), ('iAssist Line', 2), ('Alcon 10', 2), ('pearTV', 2)]",38420.0,102.74,-37.8131553,144.9596938,0,38522.74,Spring,True,1.0574,amazing brand amazing photos and phone,1.0
ORD271793,ID1492350746,2019-09-10,Thompson,"[('pearTV', 2), ('Olivia x460', 1), ('iAssist Line', 2), ('Lucent 330S', 1)]",19525.0,110.93,-37.8019975,144.9638804,0,19635.93,Spring,True,1.8969,rapido pero tan solo el detalle del cargador el telefono esta en perfecto estado pero lo que no comprendo porque llego con un cargador de un alcatel onetoch y no el cargador original,1.0
ORD189207,ID4283908894,2019-09-15,Nickolson,"[('pearTV', 1), ('Olivia x460', 1), ('Candle Inferno', 1)]",7965.0,100.34,-37.8125122,144.974308,0,8065.34,Spring,True,0.7959,"more than i expected the phone is better than expected for the price. looks great, maybe a little slower than my old phone but not by much. still getting used to it but so far i like it! arrived fast, as described, no complaints.",1.0
ORD311664,ID6024429125,2019-01-26,Thompson,"[('Alcon 10', 2), ('Universe Note', 2)]",24800.0,74.19,-37.81487910000001,144.94184909999996,0,24874.19,Summer,True,0.5206,don't like that digico has so many ads going on this thing. makes it pretty not fun to use.,0.0
ORD190725,ID3185713658,2019-12-27,Bakers,"[('Candle Inferno', 1), ('Universe Note', 1)]",3880.0,99.21,-37.7989318,144.98739740000005,10,3591.21,Summer,True,1.4113,all good all good and in time,1.0
ORD219404,ID0257506661,2019-05-30,Thompson,"[('Alcon 10', 1), ('pearTV', 1)]",15260.0,70.17,-37.799997399999995,144.963181,0,15330.17,Autumn,False,1.9998,"i love this phone i love this phone. it feels slick and solid in your hand. while it is not the most powerful android device, it is well made and being pure android definitely improves performance. considering the price as well, it is more powerful than it may seem on paper.",1.0
ORD042855,ID0317535755,2019-05-27,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1), ('Thunder line', 2), ('Olivia x460', 1)]",11260.0,68.36,-37.8051377,144.96418630000005,15,9639.36,Autumn,False,1.5706,"best i ever had! this is the best smartphone i ever had! ever! big screen, quality display, enough storage and ram, decent camera! at about $340, this phone is a definite bargain!",1.0
ORD303228,ID1492145844,2019-08-01,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Candle Inferno', 1), ('Alcon 10', 1)]",11835.0,62.52,-37.813247,144.95137240000003,15,10122.27,Winter,False,0.3838,five stars great product,1.0
ORD471491,ID0571731102,2019-12-15,Thompson,"[('iStream', 1), ('Alcon 10', 1)]",9100.0,63.56,-37.8241345,144.943471,0,9163.56,Summer,False,1.3145,i havr family mobile and this phone won't work. ... i havr family mobile and this phone won't work.. i've used other t-mobile phones but this one won't seem to work. i've tried everything.,0.0
ORD094037,ID6167344370,2019-07-25,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 2)]",3040.0,75.22,-37.81319860000001,144.96812690000004,0,3115.22,Winter,True,0.6136,thank you all good,1.0
ORD335617,ID1826195267,2019-08-23,Bakers,"[('Olivia x460', 2), ('Universe Note', 1), ('Alcon 10', 2)]",23800.0,70.62,-37.8136782,145.01403200000001,0,23870.62,Winter,False,1.1370744323342417,"amazing i love it. it's an excellent phone. note: pop sockets will not stick to the silicone case. me encanta, es un teléfono excelente. ojo: los pop sockets no se pegan al forro de silicón.",1.0
ORD485609,ID0561538913,2019-01-27,Bakers,"[('Toshika 750', 1), ('Olivia x460', 2), ('pearTV', 2), ('Universe Note', 1)]",22840.0,99.81,-37.7983664,145.0014642,15,19513.81,Summer,True,1.4058,i really liked the build quality but the very lackluster performance and minuscule battery life didn't make it a keeper for me.,1.0
ORD315423,ID4716795168,2019-11-20,Thompson,"[('Toshika 750', 1), ('pearTV', 2)]",16940.0,61.98,-37.818804899999996,144.95337080000004,5,16154.98,Spring,False,0.8792,one star phone re-locked itself after 4 months of use. very frustrating.,0.0
ORD459832,ID2707996427,2019-09-18,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Olivia x460', 2)]",12320.0,92.67,-37.8040123,144.9692993,25,9332.67,Spring,True,1.6235,not unlocked if i could give it less i would i’m in another country and ordered this phone for my mom and it was not unlocked now she is having problems and isn’t able to use it!!!! horrible advertisement,0.0
ORD464834,ID3215191989,2019-05-05,Thompson,"[('Thunder line', 1), ('pearTV', 2), ('iAssist Line', 1), ('Alcon 10', 1)]",25975.0,78.12,-37.8056528,144.95108290000005,15,22156.87,Autumn,True,1.201777866233111,four stars like it exactly what i want thanks,1.0
ORD026384,ID2181275331,2019-01-02,Nickolson,"[('Olivia x460', 1), ('pearTV', 1), ('Thunder line', 1), ('Alcon 10', 2)]",27615.0,76.37,-37.8093604,144.9643574,5,26310.62,Summer,False,1.1249,five stars great,1.0
ORD428939,ID3204395237,2019-02-07,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 1), ('Candle Inferno', 2)]",11040.0,54.47,-37.8069403,144.9488771,25,8334.47,Summer,False,0.6577,junk a piece of junk!!!,0.0
ORD322079,ID3427761887,2019-03-22,Bakers,"[('Toshika 750', 1), ('pearTV', 2)]",16940.0,65.41,-37.8055058,144.99788600000005,0,17005.41,Autumn,False,0.5517,great product good quality,1.0
ORD430738,ID0577517978,2019-12-27,Nickolson,"[('pearTV', 1), ('Universe Note', 2), ('Toshika 750', 2)]",21850.0,73.99,-37.82674650000001,144.9745513,0,21923.99,Summer,False,1.001367104041592,great camera features purchased for my son. he is very pleased with the purchase. it has a lot of features which he enjoys eg the front and rear cameras.,1.0
ORD080734,ID0370242326,2019-08-04,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 2), ('Alcon 10', 2), ('pearTV', 2)]",38280.0,57.87,-37.7999955,144.9719925,10,34509.87,Winter,False,2.0815,didn't do the job it was not listed as a prepaid phone. couldn't activate it at verizon. i wound up having to purchase another phone anyway and couldn't return it.,0.0
ORD137150,ID0780992436,2019-11-12,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1), ('Alcon 10', 2)]",24445.0,102.14,-37.8054558,144.9522831,10,22102.64,Spring,True,0.9251,ok ok,1.0
ORD315577,ID0589428217,2019-03-16,Nickolson,"[('Olivia x460', 2), ('Thunder line', 1)]",4630.0,65.15,-37.8096744,144.9725331,25,3537.65,Autumn,False,1.0271,toshika experia xa 1 ultra sometimes i have problems with wi fi connection. everything works good,1.0
ORD101388,ID0145245938,2019-01-01,Thompson,"[('Universe Note', 2), ('Thunder line', 2), ('iStream', 2), ('Alcon 10', 2)]",29460.0,73.49,-37.816739500000004,144.9602506,5,28060.49,Summer,False,1.001367104041592,ok phone i loved the style of this phone but the volume was not loud enough even when i turned it alll the way up i also could not hear the text messages i got,1.0
ORD112280,ID0294624680,2019-04-08,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Thunder line', 1)]",22540.0,77.34,-37.8194034,144.9631209,5,21490.34,Autumn,True,0.5725,works great love,1.0
ORD332192,ID4520380489,2019-04-05,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 2), ('Olivia x460', 2)]",13550.0,79.64,-37.806468100000004,144.9558626,5,12952.14,Autumn,True,1.0369,battery lasts 3 days! great phone!,1.0
ORD471853,ID0547568750,2019-02-09,Bakers,"[('iAssist Line', 1), ('iStream', 2)]",2525.0,58.1,-37.8104122,144.98826630000005,25,1951.85,Summer,False,0.6144,the phone that was sent to us was from yemen ... the phone that was sent to us was from yemen and could not be unlocked and made usable in the us,0.0
ORD108243,ID0576868170,2019-07-21,Nickolson,"[('Olivia x460', 1), ('pearTV', 1), ('iStream', 2)]",7835.0,66.19999999999982,-37.8237007,144.9868771,0,7901.2,Winter,True,1.6261,don't buy this product!!! i couldn't get this phone activated anywhere it was a waste of time!!!,0.0
ORD206032,ID0663120884,2019-03-30,Thompson,"[('Olivia x460', 1), ('Thunder line', 2)]",5585.0,68.81,-37.800112899999995,144.95536040000005,5,5374.56,Autumn,False,1.5769,"droid turbo rocks fast shipment, good prize. device very good and the battery is excellent. if you use smartphone like a ""mobile office"" this is a device to have.",1.0
ORD246938,ID4297530218,2019-06-24,Bakers,"[('Olivia x460', 1), ('Candle Inferno', 1), ('iAssist Line', 1)]",3880.0,81.49,-37.8059722,144.9794514,10,3573.49,Winter,True,1.4584,"five stars its perfect, i love it.",1.0
ORD412537,ID0711331420,2019-02-18,Thompson,"[('pearTV', 1), ('Olivia x460', 1)]",7535.0,95.7,-37.8071537,144.9564681,0,7630.7,Summer,True,1.03,five stars great phone!!! works well,1.0
ORD107027,ID4716795753,2019-11-29,Thompson,"[('Universe Note', 2), ('Thunder line', 2), ('Candle Inferno', 1)]",11690.0,76.56,-37.8188326,144.9532351,25,8844.06,Spring,False,0.8742,five stars i like it,1.0
ORD087047,ID1449289349,2019-04-12,Bakers,"[('iStream', 2), ('Alcon 10', 1)]",9250.0,64.71,-37.8160154,144.9851741,15,7927.21,Autumn,True,1.1097,useless. product was advertised as unlocked useless. product was advertised as unlocked. however it is registered to t-mobile. i spent an hour trying to setup an account with it at an at&t store. t-mobile refused to unlock it without me first setting up a t-mobiel account (which i never wanted to do and which would cost $70/month).,0.0
ORD029033,ID4326586224,2019-06-28,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('Lucent 330S', 1), ('pearTV', 2)]",17160.0,64.2,-37.8171905,144.9645271,15,14650.2,Winter,False,0.4686,"worth the money , updates and functions perfect still working perfectly",1.0
ORD042695,ID0576879082,2019-09-11,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2), ('Universe Note', 2)]",15710.0,60.86,-37.819316,144.97903469999997,10,14199.86,Spring,False,0.8378,"only can use with at&t sim card this phone cannot use with t-mobile sim card ,but it call itself unlock phone,i don't like that.it is a prepaid phone .",0.0
ORD032671,ID2698607289,2019-01-04,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Thunder line', 1)]",13045.0,96.07,-37.823160200000004,144.9786167,0,13141.07,Summer,True,0.9454,quick and powerful best cellphone i have used so far,1.0
ORD266772,ID0844490705,2019-03-16,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1)]",10175.0,65.34,-37.820764000000004,144.94870459999999,25,7696.59,Autumn,True,0.9121,"phone is not unlocked as described don't buy this phone. the description says it's unlocked, but it is not. the at&t staff people couldn't get it to work, and they know their stuff. this is why i hate digico. products are not as advertised.",0.0
ORD031051,ID0291211340,2019-04-03,Thompson,"[('iStream', 2), ('Candle Inferno', 2)]",1160.0,67.17,-37.8088956,144.9608977,25,937.17,Autumn,False,1.2868,"very good quality ""refurbished"" phone! fast shipping. very clean and great quality ""refurbished"" phone. feels very brand new. no problems so far. cellularedge is a fantastic seller! 👌",1.0
ORD360251,ID0777790986,2019-07-28,Thompson,"[('Candle Inferno', 1), ('pearTV', 2)]",13050.0,60.82,-37.8082956,144.9548852,0,13110.82,Winter,True,0.8426,box was empty!!! got my shipment. the box only contained a charger. highly unsatisfied.,0.0
ORD208775,ID0452380689,2019-10-17,Thompson,"[('iStream', 1), ('pearTV', 2), ('Candle Inferno', 2)]",13630.0,82.06,-37.82550379999999,144.95160259999997,10,12349.06,Spring,False,1.4829,good refurb like new this phone works verywell and appears brand new.,1.0
ORD098512,ID0576866398,2019-08-14,Nickolson,"[('Toshika 750', 2), ('Candle Inferno', 1)]",9070.0,53.41,-37.8226164,144.98392019999997,10,8216.41,Winter,False,1.3405,"do not buy, fraud, phone not unlocked bought the phone for my cousin in belize and it's not unlocked. worste thing they fail to unlock the phone",0.0
ORD013448,ID0711331302,2019-07-31,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2)]",9500.0,79.38,-37.8070242,144.956963,25,7204.38,Winter,True,1.0736,phone working excellent.. great customer service with the seller phone working excellent..great customer service with the seller,1.0
ORD470412,ID0443302588,2019-01-19,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 1), ('iStream', 2)]",11710.0,79.43,-37.81252960000001,145.0049281,0,11789.43,Summer,True,0.8981,dbhxbxbx xhdhdbc,0.0
ORD488890,ID0634777749,2019-07-24,Thompson,"[('iStream', 2), ('Alcon 10', 2)]",18200.0,77.48,-37.814892799999996,144.93754850000005,0,18277.48,Winter,True,0.8729,four stars works fine for cheap phone,1.0
ORD410285,ID1459448712,2019-09-15,Bakers,"[('iAssist Line', 2), ('Alcon 10', 1), ('iStream', 2), ('pearTV', 2)]",26320.0,67.61,-37.8195581,145.0080938,5,25071.61,Spring,False,1.5532,"defective phone phone was defective but by the time we realized, the seller wouldn’t take a return. also suspect it was refurbished but sold as new.",0.0
